origin_index,origin_name,o_lat,o_lon,dest_name,d_lat,d_lon,cat,k,v,km_straight,brand,operator,opening_hours,addr_street,addr_housenumber,addr_neighbourhood,addr_city,addr_postcode,phone,website,osm_type,osm_id
0,O1_Conjunto,19.287,-99.655,Garis,19.2756449,-99.6696896,super,shop,supermarket,1.9928236721967978,,,Mo-Su 09:00-18:00,Avenida Paseo Tollocan,145,,Toluca de Lerdo,50170,+527222195740,https://www.garis.com.mx/,node,5026739301
0,O1_Conjunto,19.287,-99.655,El Primo2,19.2749442,-99.669521,super,shop,supermarket,2.0297603288414434,,,24/7,Paseo Tollocan,112,,Toluca de Lerdo,50170,,,node,5026739298
0,O1_Conjunto,19.287,-99.655,Comercial Mexicana,19.2849721,-99.6353803,super,shop,supermarket,2.0714924772156116,,,,,,,,,,,way,298764120
0,O1_Conjunto,19.287,-99.655,Super Kompras,19.2838533,-99.67452,super,shop,supermarket,2.0783902211497605,,,,,,,,,,,node,5825320220
0,O1_Conjunto,19.287,-99.655,Price Shoes,19.2850908,-99.6352395,super,shop,supermarket,2.084796832114901,,,,Calle 28 de Octubre,,,Toluca de Lerdo,50150,+527222760278,https://www.priceshoes.com/,node,2141689672
0,O1_Conjunto,19.287,-99.655,Tiendas 3B,19.293487,-99.6739194,super,shop,supermarket,2.112590061981225,,,,Jiquipilco,,,Toluca de Lerdo,50040,,,node,4870049609
0,O1_Conjunto,19.287,-99.655,Oxxo,19.26987,-99.642021,super,shop,supermarket,2.3417792872886993,,,,,,,,,,,node,4858712097
0,O1_Conjunto,19.287,-99.655,super (OSM),19.2692464,-99.6427101,super,shop,supermarket,2.3581929017442578,,,,,,,,,,,node,4858712098
0,O1_Conjunto,19.287,-99.655,Coppel,19.2632865,-99.6450995,super,shop,supermarket,2.834203215824596,,,,,,,,,,,node,4858708657
0,O1_Conjunto,19.287,-99.655,Super Kompras,19.2919063,-99.6847283,super,shop,supermarket,3.1674007944696503,,,,,,,,,,,way,627406245
0,O1_Conjunto,19.287,-99.655,Las 3B,19.2919119,-99.6848642,super,shop,supermarket,3.181558429084202,,,"08:30-12:30,15:30-20:00",,,,,,,,way,627406243
0,O1_Conjunto,19.287,-99.655,Chedraui,19.3101737,-99.6359662,super,shop,supermarket,3.260373851550087,Chedraui,,,,,,,,,,way,311323088
0,O1_Conjunto,19.287,-99.655,Plaza Puerto Madero,19.3036791,-99.6283173,super,shop,supermarket,3.3587861441592564,,,,,,,,,,,node,4535095325
0,O1_Conjunto,19.287,-99.655,Soriana,19.2875718,-99.6883368,super,shop,supermarket,3.499409166826145,Soriana,,,,,,,,,,way,362407785
0,O1_Conjunto,19.287,-99.655,Aurera,19.3189613,-99.6658157,super,shop,supermarket,3.7307869271966836,,,,,,,,,,,way,137884981
0,O1_Conjunto,19.287,-99.655,Tienda San Miguel,19.2606786,-99.6783738,super,shop,supermarket,3.819063686395171,,,,Calle Juan A. Mateos,,,Toluca,50170,,,node,5026739312
0,O1_Conjunto,19.287,-99.655,Chedraui,19.2586396,-99.6283644,super,shop,supermarket,4.214385394241334,Chedraui,,,,,,,,,,way,189260453
0,O1_Conjunto,19.287,-99.655,Canasta Básica,19.2687638,-99.6905532,super,shop,supermarket,4.247021687181201,,,,,,,,,,,node,12171147707
0,O1_Conjunto,19.287,-99.655,Supercito Chedraui,19.2682708,-99.6919533,super,shop,supermarket,4.402377921563142,Chedraui,,,,,,,,,,node,12171147708
0,O1_Conjunto,19.287,-99.655,Modelorama,19.3030403,-99.6947154,super,shop,supermarket,4.533678328657678,,,,Prof. Filiberto Navas,,,toluca,50100,,,node,4236229866
0,O1_Conjunto,19.287,-99.655,City Market,19.2623501,-99.6193117,super,shop,supermarket,4.641625179758711,City Market,,,,,,,,,,way,847803602
0,O1_Conjunto,19.287,-99.655,Walmart,19.2582445,-99.6226826,super,shop,supermarket,4.661591426206812,,,,,,,,,,,way,311335494
0,O1_Conjunto,19.287,-99.655,Mega,19.259355,-99.6183239,super,shop,supermarket,4.926365154288185,,,,,,,,,,,way,204168124
0,O1_Conjunto,19.287,-99.655,Walmart Supercenter,19.2703357,-99.6060272,super,shop,supermarket,5.46395765041508,Walmart,,Mo-Su 07:00-22:00,Calle Ignacio Comonfort,,,Metepec,,,https://www.superama.com.mx/,way,204167948
0,O1_Conjunto,19.287,-99.655,Soriana,19.2666635,-99.6046317,super,shop,supermarket,5.750015328280722,Soriana,,,,,,,,,,node,7149525526
0,O1_Conjunto,19.287,-99.655,Bodega Aurrera,19.2695523,-99.5975687,super,shop,supermarket,6.332494744382578,,,,,,,,,,,way,401326086
0,O1_Conjunto,19.287,-99.655,"Super ""Don Pablito""",19.2646134,-99.5987766,super,shop,supermarket,6.4048163577114074,,,,,,,,,,,node,4731141143
0,O1_Conjunto,19.287,-99.655,Mini Super Palkaminio,19.2474616,-99.6103632,super,shop,supermarket,6.425089962385163,,,,,,,,,,,node,9896379052
0,O1_Conjunto,19.287,-99.655,Super Kompras,19.2747533,-99.5941108,super,shop,supermarket,6.534291248141846,,,,,,,,,,,way,583575442
0,O1_Conjunto,19.287,-99.655,Super kompras,19.2527652,-99.6041565,super,shop,supermarket,6.555352207146514,,,,,,,,,,,way,609631473
0,O1_Conjunto,19.287,-99.655,Garis,19.3084446,-99.5962655,super,shop,supermarket,6.6091788367842925,,,,,,,,,,,way,1175221932
0,O1_Conjunto,19.287,-99.655,Walmart,19.2853186,-99.5914091,super,shop,supermarket,6.676785310108734,,,,Paseo Tollocan,,,,,,,way,519395777
0,O1_Conjunto,19.287,-99.655,Bodega Aurrera,19.2703679,-99.588793,super,shop,supermarket,7.1909445982880555,,,,Boulevard Adolfo López Mateos,,,,,,,node,5474219921
0,O1_Conjunto,19.287,-99.655,Supersito,19.2977232,-99.7236625,super,shop,supermarket,7.304163409984799,,,,Emiliano Zapata,,,,,,,node,5026684382
0,O1_Conjunto,19.287,-99.655,Mercado Mario Ramón,19.2600282,-99.5897858,super,shop,supermarket,7.473267536232545,,,,,,,,,,,node,5155737022
0,O1_Conjunto,19.287,-99.655,Bodega Aurrerra,19.309736,-99.58655,super,shop,supermarket,7.615496152258198,,,,,,,,,,,way,218188082
0,O1_Conjunto,19.287,-99.655,Bodega Aurrera,19.3100771,-99.5866034,super,shop,supermarket,7.6228868864005594,Bodega Aurrera,,,,,,,,,,way,1175221934
0,O1_Conjunto,19.287,-99.655,Super Texas,19.3232011,-99.7183035,super,shop,supermarket,7.767640043104879,,,Mo-Su 10:00-22:00,5 de Mayo,214,,Toluca,50270,,,node,5320454626
0,O1_Conjunto,19.287,-99.655,Superama,19.2498081,-99.5897286,super,shop,supermarket,8.00268066488098,Superama,,,,,,,,,,node,7415604728
0,O1_Conjunto,19.287,-99.655,Walmart Supercenter,19.249667,-99.5897545,super,shop,supermarket,8.008477378455597,Walmart,,,Avenida Estado de México,,,Metepec,,,,way,844683693
0,O1_Conjunto,19.287,-99.655,Oxxo,19.2939584,-99.5789107,super,shop,supermarket,8.023119172079314,,,,,,,,,,,node,4533079289
0,O1_Conjunto,19.287,-99.655,Bodega Aurrera Zinacantepec,19.2916052,-99.7349439,super,shop,supermarket,8.405942905273168,,,,,,,,,,,way,400830584
0,O1_Conjunto,19.287,-99.655,Central de abastos,19.3432775,-99.600555,super,shop,supermarket,8.473543030572337,,,,Lopez Portillo,,,toluca,,,,node,5026743760
0,O1_Conjunto,19.287,-99.655,Tiendas Tres B,19.2829419,-99.7365565,super,shop,supermarket,8.571689881562715,,,,,,,,,,,node,4032263084
0,O1_Conjunto,19.287,-99.655,Oxxo,19.257637,-99.5769615,super,shop,supermarket,8.81794455246214,,,,Avenida Tecnologico,,,,,,,node,4507409689
0,O1_Conjunto,19.287,-99.655,BBB,19.2708895,-99.74513519999999,super,shop,supermarket,9.628646967065214,,,,,,,,,,,node,5026889180
0,O1_Conjunto,19.287,-99.655,Walmart,19.3510532,-99.5924783,super,shop,supermarket,9.683508038488636,,,,,,,,,,,node,5633902227
0,O1_Conjunto,19.287,-99.655,Mercado de Toluca Palmillas,19.3686948,-99.6936266,super,shop,supermarket,9.9472014953422,,,,Toluca-Ixtlahuaca de Rayon,,,,,,,node,2291768688
0,O1_Conjunto,19.287,-99.655,Central De Abastos Toluca,19.3030034,-99.555939,super,shop,supermarket,10.547555649197326,,,,,,,,,,,node,4788671879
0,O1_Conjunto,19.287,-99.655,PLAZA SENDERO TOLUCA,19.2882658,-99.5543053,super,shop,supermarket,10.569229273923838,,,,,,,,,,,node,3999997167
0,O1_Conjunto,19.287,-99.655,Soriana,19.2904123,-99.5536942,super,shop,supermarket,10.639127707549768,,Soriana,,,,,,,,,node,1351761740
0,O1_Conjunto,19.287,-99.655,CITY CLUB,19.2877477,-99.5533919,super,shop,supermarket,10.664497807891555,,,,,,,,,,,node,3999997169
0,O1_Conjunto,19.287,-99.655,Oxxo,19.2564457,-99.5534424,super,shop,supermarket,11.188216419849116,,,,,,,,,,,node,10053657217
0,O1_Conjunto,19.287,-99.655,Walmart Supercenter,19.2561686,-99.5530183,super,shop,supermarket,11.240005948181697,Walmart,,,,,,,,,,node,9099511448
0,O1_Conjunto,19.287,-99.655,Sucursal Pstoluca,19.2899905,-99.6530074,pharma,amenity,pharmacy,0.39282369091701524,,,,Calle Ignacio López Rayón,,,Toluca de Lerdo,50000,7291171918,https://www.smn.com.mx/lander,node,12568482507
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.2851397,-99.6586274,pharma,amenity,pharmacy,0.4332803012017633,Farmacia Guadalajara,,,,,,,,,,way,315329164
0,O1_Conjunto,19.287,-99.655,Benavides,19.2909051,-99.6542409,pharma,amenity,pharmacy,0.4414755157592134,,,Mo-Sa 07:00-23:00; Su 08:00-22:00,,,,,,,,node,3521671928
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2903265,-99.6584578,pharma,amenity,pharmacy,0.5181891940665808,,,,,,,,,,,node,3521671919
0,O1_Conjunto,19.287,-99.655,Equilibrio Farmacéutico Toluca,19.2902037,-99.6512234,pharma,amenity,pharmacy,0.5329255823631447,,,,Ciclovía Miguel Hidalgo,,,Toluca de Lerdo,50060,+525535613958,https://eqfacil.com.mx/,node,12572850075
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2917294,-99.6528484,pharma,amenity,pharmacy,0.5723183564979607,Farmacias Similares,,Mo-Su 09:00-18:00,Calle Ignacio López Rayón,,,Toluca de Lerdo,50090,+527222142815,https://www.fundaciondrsimi.org.mx/,node,4749348319
0,O1_Conjunto,19.287,-99.655,Farmacia y droguería Toluca,19.2921873,-99.6556065,pharma,amenity,pharmacy,0.5803031112784413,,,,,,,,,,,node,12668291700
0,O1_Conjunto,19.287,-99.655,Farmacia Dermatologica,19.2901216,-99.6597842,pharma,amenity,pharmacy,0.6104132016339148,,,,,,,,,01 477 750 7293,medii.co,node,4724473261
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.292305,-99.6532438,pharma,amenity,pharmacy,0.6180146539879106,Farmacias del Ahorro,,Mo-Su 07:00-21:00,Avenida Independencia,201,,Toluca de Lerdo,50090,01 722 217 9444,fahorro.com.mx,node,4883685503
0,O1_Conjunto,19.287,-99.655,Similares,19.2903236,-99.6599615,pharma,amenity,pharmacy,0.6385410546955266,,Similares,,,,,,,,,way,400686746
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2927675,-99.6528947,pharma,amenity,pharmacy,0.6783132083315159,,,"Mo-Su,PH 08:00-18:00+",,,,,,,,node,4870013427
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2877732,-99.6626912,pharma,amenity,pharmacy,0.8117876079414226,,,,,,,,,,,node,4747560038
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2889339,-99.6474517,pharma,amenity,pharmacy,0.8208876856250859,,,,,,,,,,,node,4874485785
0,O1_Conjunto,19.287,-99.655,Distribuidora y comercializadora opciones farmacéuticas,19.2900428,-99.6468155,pharma,amenity,pharmacy,0.9232226433525336,,,,Avenida Miguel Hidalgo y Costilla,,,Toluca de Lerdo,50090,,,node,12513313122
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2791459,-99.6590222,pharma,amenity,pharmacy,0.9700166993717704,,,,,,,,,,,node,4087395649
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2956477,-99.650796,pharma,amenity,pharmacy,1.0579736468206729,,,,,,,,,,,node,5604634624
0,O1_Conjunto,19.287,-99.655,San Pablo Farmacia,19.2782301,-99.6592617,pharma,amenity,pharmacy,1.0728590366190525,,,,,,,,,,,node,5825362977
0,O1_Conjunto,19.287,-99.655,Toluca 11,19.2931894,-99.663062,pharma,amenity,pharmacy,1.0906822037682546,,,Mo-Sa 07:00-21:00; Su 07:00-20:00,Calle Andrés Quintana Roo,401,,Toluca de Lerdo,50040,044 722 214 2112,farmaciasdesimilares.com.mx,node,4736503545
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2919984,-99.6639747,pharma,amenity,pharmacy,1.0936726625537507,,,,Avenida Sebastián Lerdo de Tejada,516,,Toluca de Lerdo,50040,,,node,4724580399
0,O1_Conjunto,19.287,-99.655,La Barata de México,19.2934713,-99.6638507,pharma,amenity,pharmacy,1.17500819152419,,,,Calle Jilotepec,304,,Toluca de Lerdo,54240,,,node,4758249621
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.2958702,-99.6485768,pharma,amenity,pharmacy,1.1946850076938043,Farmacia Guadalajara,,,,,,,,,,node,5604634623
0,O1_Conjunto,19.287,-99.655,San Judas Tadeo,19.2930039,-99.6659952,pharma,amenity,pharmacy,1.3331706829613752,,,,Calle Texcoco,497,,Toluca de Lerdo,50040,,,node,4749194992
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.287045,-99.6418226,pharma,amenity,pharmacy,1.3830325148032478,,,,,,,,,,,node,5824346804
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2901489,-99.6420324,pharma,amenity,pharmacy,1.4053099943125464,,,,Miguel Hidalgo y Costilla,915,,Toluca de Lerdo,50070,,,node,4749280070
0,O1_Conjunto,19.287,-99.655,Farmacias Toluca,19.2911449,-99.6677164,pharma,amenity,pharmacy,1.4119629927662294,,,,Avenida Sebastián Lerdo de Tejada,720,,Toluca de Lerdo,50040,,,node,4749206493
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2936035,-99.6418083,pharma,amenity,pharmacy,1.5671603513446275,,,,,,,,,,,node,4068942622
0,O1_Conjunto,19.287,-99.655,Farmacia Benavides,19.2892654,-99.670149,pharma,amenity,pharmacy,1.6097715740055425,Farmacia Benavides,,,,,,,,,,node,7271612387
0,O1_Conjunto,19.287,-99.655,Sucursal Pstoluca2,19.278818,-99.6417421,pharma,amenity,pharmacy,1.6625350375766152,,,,Avenida Isidro Fabela,,,,50140,,www.smn.com.mx,node,12574972385
0,O1_Conjunto,19.287,-99.655,Farmacia Veterinaria La Granja,19.2747022,-99.6438372,pharma,amenity,pharmacy,1.8007324000924552,,,,Calle Alfredo del Mazo Vélez,,,Toluca de Lerdo,50140,7222196646,,node,12525659911
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2875006,-99.6725824,pharma,amenity,pharmacy,1.846183496833837,Farmacias Similares,,,Jose Maria Morelos y Pavon,,,TOLUCA,,,,node,4039387258
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.279959,-99.6710405,pharma,amenity,pharmacy,1.8566970956684186,Farmacias del Ahorro,,,Paseo Vicente Guerrero,,,Toluca,,,,node,4030256046
0,O1_Conjunto,19.287,-99.655,Farmaplus,19.3034364,-99.6499771,pharma,amenity,pharmacy,1.90214845012061,,,,,,,,,,,node,4722933110
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2700728,-99.6603456,pharma,amenity,pharmacy,1.964064541662064,Farmacias del Ahorro,,,,,,,,,,node,3915014606
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.2820708,-99.6733801,pharma,amenity,pharmacy,2.005451279259128,Farmacia Guadalajara,,,,,,,,,,node,7271605274
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2750355,-99.6698966,pharma,amenity,pharmacy,2.052932235744018,Farmacias del Ahorro,,24/7,Paseo Tollocan,119,,Toluca de Lerdo,50170,,,node,5026739299
0,O1_Conjunto,19.287,-99.655,Comercializadora De Materiales Y Servicios Para Laboratorio,19.2778825,-99.6378221,pharma,amenity,pharmacy,2.0684377100161253,,,,Avenida 5 de Mayo,,,,50140,,,node,12570461680
0,O1_Conjunto,19.287,-99.655,Farmacia Homeopatica Homeonam,19.2888483,-99.6748283,pharma,amenity,pharmacy,2.091175761793023,,,,Calle Miguel Hidalgo y Costilla,,Barrio de San Bernardino,Toluca de Lerdo,50080,,,node,12525723031
0,O1_Conjunto,19.287,-99.655,Lora,19.306056,-99.6525059,pharma,amenity,pharmacy,2.1350363411480173,,,,Diego Rivera,433,,Toluca de Lerdo,50020,,,node,4749229019
0,O1_Conjunto,19.287,-99.655,Farmacia Cruz,19.306452,-99.6539414,pharma,amenity,pharmacy,2.165815036839085,,,"Mo-Fr 08:00-21:00, Su-Sa 10:00-19:00",,,,,50020,722 707 0658,,node,4869997631
0,O1_Conjunto,19.287,-99.655,Farmamigo Toluca 1 F205,19.2678737,-99.6503844,pharma,amenity,pharmacy,2.1812270945922094,,,,Solidaridad Las Torres (boulevard Lázaro Cárdenas),,General Manuel Pueblita,,50180,,,node,12597139408
0,O1_Conjunto,19.287,-99.655,Farmaco Darovi del Carmen,19.2892049,-99.6787301,pharma,amenity,pharmacy,2.502595723801417,,,,,,,,,,,node,7257490282
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2875803,-99.6830917,pharma,amenity,pharmacy,2.949043070518331,Farmacias Similares,,,,,,,,,,node,3824183916
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.2620863,-99.6448209,pharma,amenity,pharmacy,2.9691678375580364,,,,,,,,,,,way,565470995
0,O1_Conjunto,19.287,-99.655,similares,19.291892,-99.6846441,pharma,amenity,pharmacy,3.158422108629335,,,"08:30-12:30,15:30-20:00",,,,,,,,way,627406244
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2882608,-99.6851788,pharma,amenity,pharmacy,3.1704811474006926,Farmacias Similares,,,,,,,,,,node,5604640323
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.3023823,-99.6277854,pharma,amenity,pharmacy,3.3291428187482066,,,,Avenida Alfredo del Mazo,,,,,,,node,5213045721
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.2573335,-99.6596455,pharma,amenity,pharmacy,3.334607673208283,,,,Calle Jesús Carranza,,,Toluca,50180,,,way,567194690
0,O1_Conjunto,19.287,-99.655,Medical Health,19.3139708,-99.63908670000001,pharma,amenity,pharmacy,3.4326518602257976,,,,Boulevard Alfredo del Mazo Velez,,,,50010,,,node,12543067026
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.3139065,-99.6386988,pharma,amenity,pharmacy,3.446431744728245,Farmacias del Ahorro,,,,,,,,,,node,4232921001
0,O1_Conjunto,19.287,-99.655,ISSSTE,19.3098067,-99.6325157,pharma,amenity,pharmacy,3.4639898790623063,,,,,,,,,,,node,8248234844
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2885996,-99.6892495,pharma,amenity,pharmacy,3.5990096688103628,Farmacias del Ahorro,,,,,,,,,,node,4030256054
0,O1_Conjunto,19.287,-99.655,Tienda de Insumos para la Salud Thannax,19.3184374,-99.6366521,pharma,amenity,pharmacy,3.9909073785631213,,,,Privada Doctor Héctor Fix Zamudio,,,,50010,7223180600,www.thannaxsadecv.com.mx,node,12547770088
0,O1_Conjunto,19.287,-99.655,Farmamigo,19.2562747,-99.6764814,pharma,amenity,pharmacy,4.093466102013443,,,,Calzada Pemex Del Pacífico,,,,,,https://www.farmamigo.com/,node,5650393122
0,O1_Conjunto,19.287,-99.655,Farmacia Angeles,19.2707832,-99.690175,pharma,amenity,pharmacy,4.108783023170778,,,,,,,,,,,node,12195857420
0,O1_Conjunto,19.287,-99.655,Farmacia Pro + Salud,19.2718946,-99.6916258,pharma,amenity,pharmacy,4.19513391725797,,,,,,,,,,,node,12171147710
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalupana,19.2688784,-99.6909403,pharma,amenity,pharmacy,4.2767455289024445,,,,,,,,,,,node,12171147705
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2988257,-99.6941589,pharma,amenity,pharmacy,4.314985793059881,Farmacias Similares,,,,,,,,,,node,7251654215
0,O1_Conjunto,19.287,-99.655,Cemot,19.2678362,-99.6915179,pharma,amenity,pharmacy,4.3854502644467095,,,,,,,,,,,node,12195857427
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2682655,-99.6922142,pharma,amenity,pharmacy,4.426800459628711,Farmacias Similares,,,,,,,,,,node,12195857425
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.2888518,-99.6973794,pharma,amenity,pharmacy,4.452635120861263,Farmacia Guadalajara,,12hr,Blvd Adolfo López Mateos,,,Toluca de Lerdo,50100,,,node,4029350547
0,O1_Conjunto,19.287,-99.655,Farmacia Veterinaria Amatepec Sa,19.2826109,-99.6122168,pharma,amenity,pharmacy,4.516781755258161,,,,Calle 2 De Abril,,,,50140,7221008311,,node,12511386503
0,O1_Conjunto,19.287,-99.655,Farmacia Similares,19.3049768,-99.6160107,pharma,amenity,pharmacy,4.554019012182328,,,,,,,,,,,node,4029199375
0,O1_Conjunto,19.287,-99.655,Farmacia Hospital Regional,19.3217264,-99.6291102,pharma,amenity,pharmacy,4.72146714132005,,,,Avenida Del Rastro,,,,50010,,,node,12527318259
0,O1_Conjunto,19.287,-99.655,Labcare Diagnostika,19.295126,-99.6101315,pharma,amenity,pharmacy,4.794926459095993,,,,,,,,,,,node,12779061612
0,O1_Conjunto,19.287,-99.655,Roche,19.3317443,-99.6631363,pharma,amenity,pharmacy,5.048070131470797,,,,,,,,,,,node,4572397990
0,O1_Conjunto,19.287,-99.655,Benavides,19.2754047,-99.6060699,pharma,amenity,pharmacy,5.294978873101101,,,,,,,,,,,node,5330393941
0,O1_Conjunto,19.287,-99.655,Especializadas,19.257549,-99.6148747,pharma,amenity,pharmacy,5.335046906585493,,,,,,,,,,,node,4386456920
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.2571422,-99.6956054,pharma,amenity,pharmacy,5.402601422610579,Farmacia Guadalajara,,,,,,,,,,node,4235881321
0,O1_Conjunto,19.287,-99.655,Distribuidora De Medicamentos Equilibrio Farmacéutico,19.2569241,-99.69589619999999,pharma,amenity,pharmacy,5.441586792899948,,,,Calzada Del Pacífico,,,Toluca,50264,,,node,12627321564
0,O1_Conjunto,19.287,-99.655,Farmacias Guadalajara,19.2614706,-99.6106834,pharma,amenity,pharmacy,5.44936747112197,,,,Calle Leona Vicario,,,Metepec,52140,,,way,533069971
0,O1_Conjunto,19.287,-99.655,pharma (OSM),19.256192,-99.6139685,pharma,amenity,pharmacy,5.503107429460447,,,,,,,,,,,way,531472540
0,O1_Conjunto,19.287,-99.655,Farmacia Guadalajara,19.2756468,-99.6039311,pharma,amenity,pharmacy,5.506739411631372,Farmacia Guadalajara,,,,,,,,,,node,10021078151
0,O1_Conjunto,19.287,-99.655,pharma (OSM),19.2806719,-99.6025601,pharma,amenity,pharmacy,5.5486921744903,,,,,,,,,,,node,4626272640
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2616173,-99.6080306,pharma,amenity,pharmacy,5.680772643981114,,,,"Leona Vicario, esquina Ignacio Comonfort",,,Metepec,52140,,,way,515538363
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.2979064,-99.71025,pharma,amenity,pharmacy,5.923989028488687,Farmacias Similares,,,Calle Brillante,,,,51355,,,node,12523284430
0,O1_Conjunto,19.287,-99.655,Farmacias del Ahorro,19.2525207,-99.6055725,pharma,amenity,pharmacy,6.451052466015205,,,,Calle Miguel Hidalgo,,,Metepec,52140,,,way,525236333
0,O1_Conjunto,19.287,-99.655,Farmacia 75,19.2605559,-99.7107706,pharma,amenity,pharmacy,6.550846714728153,,,,,,,,,,,node,7246079877
0,O1_Conjunto,19.287,-99.655,Farmacias Similares,19.3077268,-99.5965176,pharma,amenity,pharmacy,6.55604060720963,Farmacias Similares,,,,,,,,,,node,10920744922
0,O1_Conjunto,19.287,-99.655,La Botica Moderna,19.2518348,-99.6042302,pharma,amenity,pharmacy,6.609739328118295,,,Mo-Fr 09:00-18:00; Sa 09:00-17:00; Su off,Calle 5 de Mayo,,,,52140,,https://boticamoderna.com.mx,node,4226158194
0,O1_Conjunto,19.287,-99.655,Redfields De Mexico,19.2500905,-99.7089231,pharma,amenity,pharmacy,6.991473688693313,,,,Carretera Tenango Toluca Kilómetro 18.5,,,,52362,,,node,12540142105
0,O1_Conjunto,19.287,-99.655,Farmacia Tollocan,19.2876021,-99.5844665,pharma,amenity,pharmacy,7.403077100407667,,,,,,,,,,,node,12745868909
0,O1_Conjunto,19.287,-99.655,Farmacia Santa Cruz 1,19.3543213,-99.657124,pharma,amenity,pharmacy,7.4891041742023505,,,,Calle Ignacio López Rayón,,,Toluca,50200,+527224904518,,node,12542800157
0,O1_Conjunto,19.287,-99.655,Phicsa,19.3051031,-99.5856767,pharma,amenity,pharmacy,7.548713052517685,,,,Calle Tlatelolco,,,,50200,,,node,12545654744
